filename,yellow
tHcJpaXm0AQ,0
ncrpTX6jR5w,0
ql4NIKTPJOQ,0
5iHufSOWdqg,0
mnD2O7RsqcY,0
jKw0RVvH94A,0
9EIhfqzJEnk,0
fsTud32GJrg,0
Rok6VEyNoFU,0
sPloNY4dmnc,0
_bk9VFReGyw,0
xCwJfkGdaFo,0
q0Flm7jwj0A,0
fexnCtc5_BI,0
-PdB0GnBrtU,0
q492csLww8c,0
qoSOmF_PWw4,0
bm5pY9D8kK8,0
oerGu27kun8,0
NXcbNP9i2jw,0
I6wrqIndfJM,0
LBnUyWddjsM,0
cQ0eY9NJACQ,0
HgUsQKCw7Wo,0
ZF_5WgwihL4,0
uEINRdIFHK0,0
X3qyysxKEkU,0
h4d-M5jbx8Q,0
QLg0Kwmx0vw,0
u7JPMQkVuMo,0
y9e_a-lIFuY,0
XuGxAHOUyIw,0
WgEhIuKnZMw,0
IZxa8FaUYOw,0
A0Bzv8weX4s,0
JoewSimddUg,0
f8Cl5FgMsKY,0
43tFabU6610,0
2w4wi19KBEE,0
FAYdije-kSw,0
tKXfLbBmYlo,0
jESJJrA5a98,0
H2fc-AaU0Sw,0
CHdCy31Ihro,0
nmjp97NtrRI,0
VkMov0H8QRA,0
wqBQhv6OUMg,0
RjriHA-MLPg,0
9aInNmFYxRM,0
mHUzdIKQ5x0,0
3w838rc2NNM,0
1GRf65B6-Qw,0
IT2XYrIJHSA,0
o6bkUlYcLD8,0
wk0nPWE6wfY,0
NzuJI3DSdcY,0
u-wCVuxgRVE,0
cAUErg7-dGg,0
GFynn8SlDUo,0
tpyQzfYDh1Y,0
cxwUIsWlbQ0,0
InirkRGnC2w,0
p5PwUsqFfuE,0
I_UJ-3yakDg,0
4DsiwriEgBE,0
gHJrGGBcP0E,0
yuKEu22_lcM,0
EnGPUH911nU,0
JIOuOK7sUV8,0
wcSyXUOM63g,0
XxbkE90hv38,0
plxG23-nifs,0
X6d79bon-n8,0
TOtTxtBWZ5k,0
0RX4a0htqGE,0
bAI7-v1LOrI,0
05AewlnZfE4,0
W9cOKfKW1Us,0
of5ydyTL3tQ,0
hEtCXuNPxhQ,0
gmKru-Is0SA,0
TIVqhJuE1sY,0
GBp40M6WMxA,0
jbxpNHEWfao,0
W31Mox0Ez1U,0
0Kb4w7dGSN0,0
7Aqu9Mo42XQ,0
ceGwAb1HiAY,0
D5GI7_pGOJ0,0
h9r1kIjo2aA,0
mbmpyvyIj3A,0
a1PdNaCJ_M8,0
diDkeBYKvK4,0
ZWh7Ns1iS8w,0
paeXfCrBNqs,0
_55TxraLHuc,0
bSF5oUGtqqs,0
zPMU0w-XaPw,0
mVtFxatTLgU,0
6qadB8VyBRo,0
C3MiVqatUl0,0
qni6vhBYrBc,0
HZ-Ki-NgyLU,0
CrnkL-ewcck,0
rXgxJk5dBS8,0
rYBUJkvMwo8,0
Ib0KEfPQQ7I,0
GI6S--qXc2M,0
O-6hnRcicVc,0
5gDORqcKe2c,0
GX0CdRiz9xY,0
YeHgbYZm6H0,0
pNlMZ7FIz8o,0
oPQy0fn2Ypk,0
kCqxe3bhBqQ,0
4pmTuXGyCPE,0
_Fdv0XkbgSE,0
Y8_RPvxcJ80,0
45xt7d6L538,0
YqLDx2PnOYM,0
kVZXrqUYKyA,0
yvjxdtcLVfI,0
WxY7yOmZs4w,0
JKqAHPICR60,0
Mjs52lzxkZo,0
zhYKXT3l69Y,0
9pXNow58ECU,0
f6df3Yo-aSE,0
4NzqALD8oCk,0
fn6CgvrVAmw,0
AhHAO9_Oxgo,0
aae1g4R9KJA,0
rTEZmXq9K3k,0
Y_5jlhMZwEM,0
ruUkn7A1nQs,0
kgTq2cC2kUM,0
UW4pAuwer3o,0
ZLd80ase-GE,0
JFGKCtnjrDU,0
7pJ3EFwY1Pw,0
vqcaYZSjJE0,0
1ZTRms95AKs,0
iRG4w5x2vV8,0
niiR7Lsq-1o,0
tIWTYmVCs9c,0
i4BoYm405Zk,0
fFWKlgG1MGw,0
8quP0JNiFSg,0
1RuC_S06xwY,0
Zc1SE66DEYo,0
dnkjfA3anDk,0
1caj1joTPM4,0
ddkcwXO8Wk4,0
PlXuagqoP5I,0
wxH8Q4b-0gg,0
Oycn5qvjymU,0
RqwXttWKaAU,0
1X9VpeohkLY,0
NN1P-fPxZ7U,0
PVvK_xMD8n0,0
scdj90F112k,0
qsyAV70z5K4,0
ndeO80edrZA,0
XEvmxqE3x5M,0
pzsUK9Iq4DU,0
xv6iahk4NAk,0
98AjeD_2AFc,0
LxU-y-udwlA,0
ABX2gfy7CDk,0
OwxUIz-Thwc,0
KbSMVxEPb-8,0
jbM_AZxCTBc,0
PhCE3XxgHSQ,0
bfeusyA-J5k,0
HxmQFplBmSI,0
IwzZK0lc9pA,0
HxoRbEQFx3U,0
XwouQHOyOQA,0
dYPX3Y0XriU,0
vBHEEDUkme8,0
AhVPv5q9Ik8,0
hbTZCS0zxIA,0
K2uBdDrUIqU,0
oOhcHU0AoWs,0
iNGIJ0GG77o,0
37_aCQW98sU,0
nPP1YYoNNAo,0
R68JzG7Vb7w,0
8NQyDKbGVOg,0
GXcTZuZbiOE,0
0fRWxAV3Eik,0
wwikVZU7CfA,0
EWDeqO7tndU,0
MNnibsPJSDY,0
-7a9rH2_5Aw,0
FMhrhf5kENY,0
jR4A97iLRxg,0
m94CWXpu6W8,0
lEVXXtQUiXU,0
8B4tHaw6Hb4,0
MzLUol6iVUA,0
qXvyxrarDxw,0
ckBbj-E0SdA,0
jeHGfiHDwxc,0
dtNbOpGOjmw,0
UuvtAqrcSOo,0
EXux7PJ4fMI,0
-yAzXtjPqR8,0
c2HOlow4F0Y,0
ljtIQkFRL1g,0
8h3hJJbdJQA,0
PaWQFOJ7D4o,0
3EhF9CZmPHs,0
le_0jyqCXFU,0
hv65cRcTDes,0
7VEeJ02y0H4,0
JEML7td1D3s,0
8p4Lcyby3ZQ,0
X-qtbMsHk3s,0
j2VypHw0AD4,0
l3XdmBBO9k4,0
Jo2mZw2vNSg,0
b6_aekrjI_k,0
uNAm2pFDgBA,0
Uknh7QaW87Y,0
Cqf5i2t2Hkw,0
BDYSYypzhxE,0
VeJkVOFZfsk,0
NkxFwOzxVas,0
p0-ZLyefddQ,0
N4N5E0yp2EA,0
mU0Gw0_u1ok,0
r_WKzCe2Tc0,0
IUd5YFoXCl8,0
k83AU5xksp0,0
Fex6mMwSN3c,0
eQ3Wd60Qddw,0
04flJC_4pv8,0
YUtwxblNMOY,0
vii2ZzwUhzI,0
6fW1KL8qmzs,0
7UkObDLYo1Y,0
X_uhiacU1k4,0
l9Ma-NuFejc,0
sEVQ4ZFxZxM,0
EcGF0_3IarY,0
EmAp9HUWu_0,0
hDBXZOCsZKI,0
z_dFxCKsLvg,0
k53xc1uVMXM,0
wumo4Urajx4,0
fZnUu_QMTN4,0
P_4jJvEh6Q0,0
9EXEarrz5Bs,0
Q5rDfedBC3c,0
vELbNWkvVk0,0
pZzjXiRUDHw,0
sXoZxpHbUFw,0
UHFFlrSZF-U,0
XRYppTnvr7g,0
W4A0ViBBnrk,0
e1iCnyireF8,0
NTqEw597UZI,0
NTyqliFaMbk,0
n8_qk3FrFjM,0
ZGmQ9_ceFoY,0
fkMqnhFER0k,0
2Ad2VVgVBnc,0
JdvrP_nJYYw,0
X0f_8M1jinE,0
TyGMJtRPF78,0
Qk7MPEyGhQ4,0
UlLR657vwic,0
llsGRWq4K8M,0
yE60qIXvHYg,0
Hbi2rTyz42U,0
ktsk_xYWl7s,0
Qqw9bnffDsY,0
fDo6TzAIaAE,0
QSMwuVqBQeA,0
eBgdS1yHwRk,0
Y65MsRxYYAs,0
0fgpP3u_sUs,0
7ZXiqlTUHUY,0
lpA54RhgWEA,0
7jxJ-R8w5ro,0
u2B3Dzu5pa0,0
1clWfouQyjg,0
Ijny2633SIE,0
MbLt2Qgl350,0
6dLOzNKfslQ,0
ITVA5ALfEiE,0
Q2nYEWeAR-s,0
1-YccbQ9EVk,0
_7eIJDRGBb0,0
RG8FKXlGdBU,0
5QhXTgpazuI,0
LiQfSv1p_IA,0
oDf4V3nUOUg,0
deKmw1zDkGc,0
BACSjK-EmtY,0
N65_VUOVT6o,0
AaTq83KFeKo,0
LjNtySatBm4,0
Lk6weXL6nbI,0
sVKjoQMZCfU,0
EerTWrLqowA,0
7gIjHFZsoxk,0
sxssAArYRGA,0
pwDvi7BFJGw,0
9UMVPr-4WiM,0
bEj3GUmhci4,0
raY3t5Ukt4k,0
PW-SzhsksvE,0
GN5tigKpQ9M,0
60d5MYBMAns,0
BNBfo24nEE8,0
u3qbwIl1l-Q,0
spFbZHM9pjY,0
ztqWF4z9kAw,0
1h5eCTXfBGg,0
r9gIGBuF6ao,0
7UbRxK4qMRs,0
xlpqeREimKg,0
G_sH1C5MjzQ,0
c1LHWTKqFcI,0
orJVZPz8XXU,0
lqax_kwYL3A,0
8L9s6emx0Rc,0
ZWjmQ-6OcSI,0
AoLy1rgowWg,0
utP8MIjgvvo,0
eq5naPgB3k8,0
bxkMo9ECakI,0
oJMpR_xlxIY,0
wG034hgGvis,0
yEd2D-ukjZs,0
ANmdYZdKiWY,0
pAmg0NYX0GI,0
JEWru_PBRoc,0
rwAHEPfpiOI,0
euPwooYyB-I,0
3lVffzD-UKA,0
RxnIWNbxY70,0
GqT7NVvRDBQ,0
57Tjvv_pCXg,0
LpX2hzik6Rw,0
-nG5Q3kMgq8,0
K27cGZKlxJo,0
-0j4UCWUNr4,0
xBKHJshpMuE,0
93EA4JIEgWI,0
1aJXrwCX20U,0
ZyzFR9bCT_E,0
mCbOMM2ChT8,0
Rv3qVx2fUCU,0
jUYWMOOUY08,0
W86MneOdcW0,0
_qziLUViJtU,0
eDEsSdR6vvo,0
09X24f6LLjc,0
m8rY_gfWOsI,0
hBKOobrNh9Y,0
tvavZJRfxH8,0
LriAU0of3u4,0
pd8EVQgm_DQ,0
LAEe4bj6cLA,0
nQe_rTrxGyA,0
_EbckCohk7s,0
dFDF8bMJ-NA,0
ktiEB7Svutg,0
WIyRRLBsukw,0
HUwhPvQYuW8,0
PiL_FfqyVfk,0
f54M6_5201I,0
AQzJxUAq7Is,0
C6ptrREuJGA,0
ifoZ_rbwR_U,0
Vsb5OhJILf8,0
HSHVaQ1Iu00,0
i92M9lzXQFM,0
qe7bYWZZuzA,0
U2oWxvgeboY,0
gmGaEVWYiJo,0
OmUdajuMIns,0
iXiIx4DKKbs,0
Up6qz8TLGYE,0
Z7wMOFelXjY,0
PIATnHGy5k8,0
lQ3OTq63SDY,0
5H69rSUADF0,0
saDUi6_xQKU,0
gVvtiq_lhKw,0
sR8LEe8pjMs,0
HZswTkpdlfs,0
BN8x5zo3iNs,0
DN7WJIVXX-M,0
gI55UJ7UOVg,0
_TCbKdhYsXM,0
39G4QwnUOzw,0
zCiMy6Dhez0,0
IB4kTLN15y0,0
qbh0s7OCZOE,0
7kJNJCzFeFM,0
OB6ZI5Bicww,0
qrq1QohxWwU,0
IoZPgTi2oE8,0
yBGd3VCdqII,0
NBPPffw84r4,0
eboBBDS-Klw,0
VDScLq5WdkE,0
HcenfOkCEio,0
-9H3gaVgbUs,0
n6wpOWd92kc,0
Fcw5GlQwoXE,0
Lu7PAAopMyY,0
hNmz05kGJgo,0
DuMUDldrG3g,0
pejfwSOez5w,0
V2T25eBfJng,0
CZXJizIr3xE,0
W3v3SPfkTzE,0
j1JbIzOtBj4,0
aspbCJ68zqY,0
PTNTqWto9yA,0
8yVjQqOESzI,0
_exc0-Ah5sU,0
yP6b02-qSlA,0
r4Wtbsz3EkU,0
J8qVaBy42Xg,0
su4ZsUDJWcQ,0
fg_z_80Frfw,0
-hnhEGWxbOY,0
sTilk26cNN8,0
a1HzLIKAQ4A,0
y38fLimjzQI,0
sS6l2zUu3B8,0
GUerNUwHLS0,0
uNMnIRKx0GE,0
Bxha5rmMWT4,0
reMxrzKTyNU,0
yKyWZeiRe8c,0
U_PyyvgFLLI,0
yetM0u9wqck,0
3DEtgItwWt0,0
1uAgJUrgQQ4,0
vfMP52k1Dv4,0
vruPJVIfa2s,0
l-CR-77ElnU,0
FExNHGFlRX4,0
S35v1xtzdbk,0
L8IsRJlOFzU,0
u2tGz8rtZHQ,0
yxTPfKspFl8,0
t0tJhzj29Zc,0
aVZ9A4Ehw_g,0
1qGj_m4V3Ms,0
VvaS80m7L70,0
mwy5YyWse4I,0
EEY6WYtxZFQ,0
QZkHxln2jQw,0
V2ZTJ8oD4TQ,0
M082_esTTsc,0
akI3DOvH2OA,0
odQcHCsW2YA,0
EFnXxL8sJ74,0
MyQ0O5jlyoo,0
9It1YqWEGVk,0
s7a8WB6lvHI,0
e2rexvDHPZs,0
ty0id9qHcq8,0
4-Ds7dKjIRE,0
wpOna_7hIzM,0
GhWy8s2oc3E,0
VZ2VfOOAyow,0
WVuO8d3fgOc,0
K-VeGR63e78,0
yfdRolzdLVE,0
Za6s9zOntCE,0
ew8Sfrvob2Y,0
OUzEUsNepC4,0
55l2Junftxo,0
scJ9fS5S7bo,0
GsvdLIxY6Fg,0
WR8zJeHPIXI,0
0dc-pNv6gwA,0
3Ckbk-P7JxM,0
o_dycSOZtm8,0
pES7sdxFZnY,0
SAnc49e-G08,0
BDnYIjhaSzc,0
D4sv3XN9-Ag,0
CRdHP88An2s,0
UO3iVVkcf9A,0
Jx1MaLRuVPo,0
u3ebepStQyc,0
vlls8lQNgi4,0
2P6KBsONYWo,0
MIvCSukQN9c,0
LK5U4DeBO_o,0
mdGFiek1K70,0
X5fhQd3JGuc,0
nzO5rysgAQs,0
95i8EtUH7q8,0
XtGC_QIIHnc,0
9D3xjKDBsyI,0
z3XPpH2T6yQ,0
NcK1A9uPMQ8,0
rajg9r684ik,0
7jKEYrJTVQI,0
X1nALCk5kMU,0
Iy4We7f42DY,0
QurcyHLpCEQ,0
DYEbtRPKnmw,0
Aj7zSILtOYg,0
XbCNCpybfkE,0
LHShxTVDv7E,0
5WPD-GvKG3w,0
Nev2-f2cfjo,0
oA_9nhU65Ts,0
coaw09xHCyo,0
2xKdxJYSns4,0
orERYdw_JsU,0
WgSPTczwVbQ,0
xi9YRCX1miE,0
hehR6VpW-lk,0
Zg8iZsoi6qQ,0
-mQ5Rj2pyKM,0
SjFIvCue6oE,0
mnZbtlbBPT8,0
wqxtzJKn-V8,0
HXwXQZaIB9g,0
FUvNMHqhBC4,0
jHUsBoVOxzE,0
ci62GfOm-t8,0
zfnPiWbGacg,0
qfG_-m51_7Q,0
qCs96C1QPKI,0
sYLTNvie3sA,0
u1uuvuAe8Xg,0
PvwVSNo-ppI,0
D-R_7gVb6lY,0
UeSwqepnAX0,0
ojnqYC34JOQ,0
vMxNmFZ2ijY,0
ZNzEdcOMSiI,0
WedevnI57u0,0
iUVOBq0MIi4,0
mJAD92rWdZI,0
toSuVK9nsAE,0
OZEDRusC7Cw,0
b3wTyu80eVM,0
medwB35qz_A,0
615xR8TVbn4,0
Gko3qhyrBAw,0
Kr_akDq7CMY,0
T2KxQVMzLUM,0
jO5gV6w8epQ,0
DjLOULyrVZs,0
EbBnSnO_f0s,0
fqYJDueP_8g,0
FbGyUfyR15Y,0
4pRxNcHyxKQ,0
e4zQHNTEqEw,0
lNat70LnRuk,0
t9vCCWuoF0k,0
ZAKIxgzgNJ8,0
edCRJuyXjl0,0
nwy-MpYk9Z4,0
XtmTM3AIdLI,0
rzolEHmXNBE,0
NQGYOMoGEYw,0
CCGsMTzUkWM,0
LO9MLBfOb9c,0
Oblv8bB5ZLQ,0
HMIUSLOR350,0
HCF5ZNTsce4,0
MWsI9V7KmEM,0
kBBMds9cP6Y,0
datrlt_DGLs,0
RkU0mRFQ2AI,0
GHkJpVTe568,0
zX1r4cczTT0,0
7VLIVkZyCgY,0
ANJ3E5-p8Eo,0
NVf_SH9rz_o,0
o_tvpnk5HwY,0
c3PFKqZXmkU,0
E_rFDt6hVfc,0
DMzJ6KkJz_g,0
aVCMiepR6wA,0
Q94LHgvb7vs,0
oX56GvWAGY8,0
IFyq9sXtSRc,0
Kkm-LnhiwGQ,0
t70fklNoFBI,0
Numr-bT7e6w,0
PUaI7KEXA3c,0
dLV5i15nz4Q,0
0Q6NiItmGqo,0
eQpYsueOSPo,0
qy-tfRCoGGc,0
uvHLmv_WdIA,0
ChDzL7bpI3M,0
5yl6jZ0Ac0o,0
owZQq8IU8oA,0
tXGSh8nk2b4,0
Hx6k20LsAJ4,0
znNz2yNBfUo,0
-DkT8NwxAQA,0
NLVxe2Evtkk,0
IqaUt85GOH4,0
-L2Xv5-EmUo,0
J10Fov5VEP8,0
FRHf92JDVSQ,0
wOQ17rU-btk,0
N_j3OPCpRvA,0
E3kvrf4mO4g,0
6mGcNObSah8,0
yTOaO2T2lPA,0
hfHWgzkRtUs,0
JLu1xs35rXM,0
nu23M18PwPE,0
ySXryTlo9Ac,0
XuPVjfETFO8,0
6mqaOPpyIsc,0
VhsLsnnCaMU,0
WfkRmx6EAPY,0
j16qnAZVivg,0
hRrXtb9INng,0
vcTtK_FlGsU,0
Ce07L512gG4,0
_Fh9EiKr9iU,0
idIoNJQGrAg,0
_ygkBblLHTE,0
ft2cMWKc_u8,0
y8JUeP3ODic,0
cTUxGqQBPFM,0
kjSTPQQg194,0
mlDLwLq3q-s,0
bZtoB_Jf5CY,0
IdYI1f-iPns,0
OzQmLfChVe4,0
7_JvIj6Goq4,0
huLP9XM5bok,0
kupU1_uOmHw,0
TUPDn9rrY1o,0
Wjc0FV3AAgM,0
CxT49-YpUNc,0
oHIXPOHr6JI,0
W9ysTOF7S8Q,0
eqEPZaPOaIg,0
DPHYLnhPRqw,0
A8ObXvF_vhg,0
JN5QgkI0RpM,0
w9iUTLxA2_0,0
Ls07Jjbo_O0,0
cKr7-euUE1E,0
YSkN09UjHtk,0
ooUmHvnjmwg,0
DVcxvDjmL3E,0
Xr6nQ4G6Ap4,0
IfnHn2hWWzA,0
WxdzDxf0I0k,0
p6T46TrMB80,0
XjSjgPvaqgw,0
RHEI2gRzfPU,0
31191e2d0kE,0
7X6qA1k3W7Q,0
IV0FxPl098Y,0
t5OplI_vGFU,0
bRPT-bxzQxw,0
WlKQsXvfcds,0
7KSn_S1rMIU,0
E4Qm0wH8p8M,0
LFsPY8NhCSw,0
Bjm9BdhuvRY,0
Zel8mYBDrZg,0
zLS-E7vt1eg,0
WtG5VhDBk9Y,0
Pc5Hutyj2AA,0
zU5ryLeZKMw,0
umfLvZcJV08,0
E9V9AkezyRQ,0
rTrT9V6MJeQ,0
F-CaQbxwMZ0,0
uw9gtldMQfs,0
r0kBjptl8_0,0
QaMpiKZh1fc,0
lTdb0zc6VKY,0
rRdU7VhoWdI,0
B6Pyfe5yrtc,0
BFCQItmLjww,0
LEuxWZ_0zwc,0
t4RjOz8dKro,0
WY1cW0FZxm0,0
VhZH6xAzlY8,0
fNVNPtj1IsM,0
S9Up_xgbZaQ,0
z2G8EmCxjJo,0
dpO20mTsOpQ,0
BrYKiJM8Cx8,0
FnfNcqX5AAA,0
DyJKBHILnx8,0
WAX0VFfGQDo,0
MEvzOm8XUgo,0
K7xhuqw4DgE,0
ijsQkQwNKzs,0
nyHhmEHt5qo,0
uSLzYLdocHY,0
1vBkD8S8kNU,0
j7-mXvXB4uc,0
IX5QmxD9kVE,0
nfoc1wvKUHc,0
RO4Gc_tF6Ck,0
bbS0PRslyJs,0
4EzQRbeLeXk,0
kp-3jPaY7yU,0
5YF9p9ywoF8,0
nymPPGzNouU,0
IcU_E2quVBQ,0
8M_Z-HV9dgA,0
Bn_CTDEucco,0
8EdqpZu9lkM,0
l7ovkjrJFMI,0
_MGNJbLc1wI,0
lu92NvB-xcA,0
zVlcqnrWUT8,0
f0R4T8xaS04,0
2zmWqxEUYiE,0
bRXD2P6UV7M,0
ollymEkLEyk,0
OxTYIlBoE6Y,0
Ui0JUOZBPls,0
jp0Z2IDfvOo,0
4CFnoywFia4,0
f7crV1BXXVg,0
--YnsRamkzc,0
kbmrV7CIa28,0
uNb39wzdP9U,0
mvesWVSlyw0,0
k6ppxsRfZMA,0
u3BWyaejZX8,0
rz7KzrrAbzo,0
KD-UKHZaycQ,0
tKHC0X2EwAs,0
dFa1CV4IzhM,0
R_wr9G1FoQI,0
u8_m_s9NhLk,0
Ue7WGgA_2_Q,0
UAAxRBo4PsQ,0
ZgT57CPrmFI,0
D95K29ZTxpo,0
pnbyue-Jh9k,0
ZyuHpnylj38,0
sxqtYnLxU0E,0
lQkaU6wMgaM,0
N0VWqq5BPlc,0
VezTFmabGWo,0
YTJ2dzQhSrM,0
RgzSqtBoP2Y,0
5Dtrc9sfzek,0
zfDFz8OmgzE,0
USKRwIsBG04,0
KGLwTJ47stQ,0
OmCh25XgF9A,0
OMGDFW6TXIM,0
dc-zed6ffrQ,0
hdLOjt50fbY,0
5BQYIgXtxUM,0
nr_g5ksJoDQ,0
rDE9o0VRWRo,0
5c9VDBG5Epw,0
GU-O3J-KWsE,0
4uNlwM0ZfY8,0
mdGnwTmXmCs,0
zWJVs2acHZg,0
6IBcwokLzbI,0
sj-0ya-ePq0,0
qE-RSAy3nZM,0
MSivWA97EdQ,0
YABApZSuUIA,0
VDUg_ZwswSg,0
GMKfsj1fg5g,0
TKeH0PM48EI,0
8V0L9Sv18TE,0
bGbewSHZWQA,0
UtL5_lw0xtI,0
eXm3ODioS80,0
mxMQEy8sQJI,0
nga4paDJ6c0,0
J_fZGm7NHbE,0
14sLvv_ykmE,0
EU1PzBC1LMY,0
H5oUQBY44YU,0
JI8WYhOdhtA,0
9NliOip-0tY,0
RlRvesjS9rE,0
yS27JEUJXXc,0
A38cOUWdK9k,0
r7-5Ct4eQho,0
ugJucHACZr8,0
nzqQJIk4TYo,0
WFgMAhpGEXw,0
cmYXxJs0uCk,0
QPH3sIULI30,0
P32evYxRvTA,0
xiS0XwgBmmA,0
cV7_MgSds-0,0
JBKPJ5VUbr8,0
uIooSLzxH-8,0
o6Dc8yIZuM0,0
_6w4v3U2RfY,0
yTWc9cdON44,0
drEvNUbqbPs,0
bQ04LrK4epI,0
YbU_oJiqWM8,0
46jHFBgvZJ4,0
W_okXUTN2v4,0
OJkmhEfwrnk,0
RG3E7xK6Oq4,0
9fIpMIsf_o0,0
B184impG_HQ,0
BbtNEZizabs,0
5XM_6i5_wb4,0
h7nbd-Cg-CY,0
Wj94aXYBS4U,0
yTYsVjeoe-Q,0
XQJ2o3Si9mU,0
0je8it7hG3g,0
oiNIJAQWUbY,0
I0G9Uw0QVYM,0
UpoIMD7izUQ,0
HJr7UTqO2Q0,0
WS1mVfnfLK8,0
JIpJwefNiNo,0
U6Zbc8Q3Jgo,0
4uDvhwzNcP8,0
b9tESaZ6hFc,0
paETFHcjTUg,0
L-ZQEUZxtZM,0
V6cbfRfO67s,0
zw2UJpfIBaI,0
osgQqOgJGtw,0
aHhY1flRwVM,0
XtvBFMOwqsU,0
jFSJnr1rktI,0
N1Aioax6rYE,0
bkgPYiJvFqg,0
IQjPWxS59rA,0
rwZLiOQbEPM,0
tjati_HVw5s,0
B42U6Puyx7U,0
iG909JYouxY,0
yWHHr0EFWWw,0
T2Dodo3pAtc,0
9mhJ74tBV0E,0
2IWjwiuBG4A,0
Q7PJ9zTAqQQ,0
M9SIjlZR-cE,0
FPsrNDt81aM,0
UfpcP9JIxqo,0
cYpnHONNf1k,0
FauXaf-aX-M,0
BSKuO06eluM,0
AZegHBU-ffQ,0
jR3hyPi0Dbc,0
PHQ5pGHLOXY,0
F-Fd5YG2pWs,0
6p3xVcQZuCY,0
3e_yNhZMXMU,0
BfetFfARwv4,0
16QuI9jkn7w,0
ivSIL5lVKcQ,0
Z9qBtOaCRzc,0
RJDxHb5bsWc,0
PSzGIQrWq6Y,0
uOLb73_zgVg,0
ScTQqlZL3EQ,0
QWtgR-xIvc8,0
VvCRyCMCJpE,0
nKdHpRBMsG8,0
Yn_4mtMYyXU,0
DmjuddymqGM,0
IunsjMipSYY,0
w33XqeTSNeg,0
m80fpwG_GGA,0
IgSqLCEW58E,0
HjYZe98PoWE,0
NGUVt3g2J7I,0
4ZFpIxySk6w,0
ous6t-Mu-3Q,0
VFBMewMCCxQ,0
GlToEXQO2yc,0
bHZ10YR3npo,0
qEQV9tWfnEU,0
7CDFaYbl7L0,0
-jI1ofec02A,0
YKhwmU1L53w,0
x28E4mYBdwI,0
FJwmTnjDkrI,0
MWuh2ygtk7o,0
vwsM7UihYoY,0
vmOjFuDulwY,0
P8yjUYbfRb8,0
6ygh9uA_blQ,0
p0Mf2bOioec,0
E6WtycT5NQ8,0
vNw9TGSY1EM,0
FgYUNnepnzE,0
GmzkeqZ3AW8,0
kTqcOApCL8M,0
LqBsfpdHXX0,0
G_OUV7T21eY,0
swQI_FNyS6M,0
wFKoYmiTws4,0
J_EXmjacmOc,0
dYLX9FtIzN8,0
lNAjYhyX6FM,0
iWiKSNULvPc,0
VbXaF5EmTFk,0
18NbdIPrMLo,0
CYCHwDRCm2I,0
Xqg8mMorzYM,0
EGFCKb5PfDA,0
Yc6e--9NCOs,0
CDzYqHFilZU,0
orxEQ343cVo,0
So6aG1iLdjg,0
a58B7bUVD_M,0
cNoSHuF5mac,0
PqgUthlbpuE,0
yGrlhEmZZVc,0
eR0cWuLWhzo,0
9Ibaafl2_-I,0
DHdySyDRnhA,0
Jr9jPD4nUBI,0
e7p-ucdI5_I,0
X-VSXW3qthQ,0
Wp20Qxx2lOc,0
-80PEYVeI4E,0
k2Rhhj4QnIk,0
BrT6sEYrXew,0
vekiCfWRstU,0
Ex34yYjQKdw,0
HtZpjuo2BBo,0
O6eVz0wNoi0,0
DYjFU8zATdc,0
k9X1u7H_JcU,0
71iEgW0ABhY,0
CTgwX9ZbsCs,0
ihEG6ut9bWU,0
53LfL3gPGSc,0
_OccjaZSDHI,0
Mpq6KIPi2NA,0
DbKWD0CYuX0,0
OxeoGczp0Qg,0
cY27XD0ZRho,0
KWObzAl8uX4,0
Trb2KK-Ui7c,0
Gc0Jpf_25a4,0
YCUmI9f77qs,0
3RJ46MSQS1k,0
TXWQ_pl76Y0,0
V4RJ0eOZiXE,0
cKmbySC3V6U,0
zEHPgX9w9R4,0
U78NIj16Ou0,0
voklugoW7e0,0
cndwH6byJnk,0
ZuiTDmMu01c,0
VBFkzgB-9zQ,0
EC9-QwUEaoc,0
qoxjzGypOAA,0
apXInrB6Bh8,0
xmGcoPn08jg,0
P0C3V8Acjcw,0
6urd4Zke2os,0
2HU9fnoqGtY,0
XiSU9xDyJc0,0
1Qy-Gs9hMq0,0
MYJHHxjlwOQ,0
2dbrndTCzng,0
xjVzCXICeuA,0
z3L1wXvMN0Q,0
A96ENM-zcnE,0
645qisC4slI,0
uqOiWhlOny4,0
avUPRabkegM,0
42RML92tDyQ,0
Q8Jp4U2BBnI,0
CCJZO4I2SS8,0
1WP-MMO45NY,0
3SA8qhEpSTg,0
qvTJQU4nyqU,0
BwkYStaZc_M,0
AMzn7ZGCqgY,0
bS3S9siJqdc,0
tCGtdhEqO8A,0
FjMD4H96TN4,0
2akyCFh6DOg,0
bPLvfWRBi70,0
0a4UlkvlJgs,0
y39aOgNMgik,0
fu0ADsiXem8,0
ylHizJmmJM4,0
htvR_dBs3eg,0
9_qPevj08xM,0
pccO0anCKZY,0
cJ5TedT9ZNA,0
KOLkwwzrn7w,0
U8DL0wDfxAw,0
NrAlED63uXQ,0
1nlE5RDwFeA,0
3qjNDxkAv4w,0
x6Lis-8oaCU,0
dSDbbWaXI9U,0
_ccX1kbdU4U,0
EMTBCKD2Uy4,0
nwJ88RCBcfE,0
Bf6ivvOanxI,0
qP2hHvB4d_Y,0
NDq4wuxZdh0,0
IMRNfB8l_tU,0
9pVPVR_oYuM,0
